 AI Road Intelligence for Indian Autonomous Driving — Traffic Dataset,,,,,,,,,,,,,,,,
Object Class,Road Condition,Time of Day,Weather,City Zone,Distance (m),Confidence,Speed (km/h),BBox X (px),BBox Y (px),BBox W (px),BBox H (px),Lane Discipline,Pothole Severity,Visibility (m),Danger Score,Hazardous?
cow,pothole_heavy,morning_rush,dusty,delhi_inner,5.04,0.624,5.10,903.9,300.0,140.6,166.1,0.436,7.26,34.80,69.91,YES
truck,smooth,dawn,hazy,delhi_inner,27.11,0.996,37.40,403.3,258.5,220.0,196.6,0.059,1.18,36.10,29.18,NO
motorcycle,pothole_heavy,night,hazy,delhi_inner,17.91,0.693,33.10,695.5,503.1,72.2,66.0,0.062,7.49,50.80,51.97,YES
pedestrian,construction,afternoon,clear,hyderabad_highway,7.87,0.871,12.90,772.1,473.4,41.3,48.6,0.186,6.90,70.30,46.72,YES
autorickshaw,pothole_light,evening_rush,clear,bangalore_tech,12.14,0.831,16.80,967.7,443.3,103.8,144.8,0.274,2.30,82.60,30.40,NO
autorickshaw,smooth,evening_rush,foggy,hyderabad_highway,9.99,0.748,13.30,849.0,320.4,127.2,169.8,0.448,0.33,10.80,32.05,NO
car,pothole_heavy,evening_rush,clear,hyderabad_highway,15.33,0.828,23.30,631.9,449.0,170.0,196.5,0.248,7.27,77.90,42.65,YES
dog,smooth,evening_rush,rainy,kolkata_old,1.58,0.491,1.90,800.0,255.1,84.5,94.9,0.339,0.00,36.20,48.64,YES
autorickshaw,damaged_edge,evening_rush,dusty,kolkata_old,11.58,0.749,15.50,867.8,403.8,116.6,163.2,0.180,3.99,26.80,41.43,YES
car,damaged_edge,afternoon,clear,delhi_inner,20.81,0.773,20.30,148.6,292.2,164.1,185.2,0.302,4.85,79.30,27.22,NO
motorcycle,damaged_edge,morning_rush,rainy,mumbai_suburban,6.57,0.665,27.70,241.3,431.9,76.4,80.4,0.263,2.59,33.10,36.60,NO
motorcycle,smooth,evening_rush,clear,kolkata_old,10.24,0.731,21.40,830.5,336.1,73.8,99.4,0.136,0.82,82.30,22.83,NO
cow,construction,night,rainy,delhi_inner,3.88,0.542,7.80,956.6,495.7,155.1,145.9,0.458,6.95,30.40,69.52,YES
pedestrian,flooded,evening_rush,clear,delhi_inner,8.54,0.837,7.20,505.7,629.4,44.5,38.2,0.109,5.44,82.50,49.07,YES
pedestrian,damaged_edge,night,rainy,rural_highway,9.73,0.701,0.50,1209.3,545.9,45.9,54.1,0.278,3.14,26.90,55.33,YES
car,pothole_heavy,dawn,clear,kolkata_old,13.76,0.915,31.20,233.1,261.0,201.2,172.5,0.470,8.52,89.70,33.76,NO
motorcycle,pothole_heavy,morning_rush,hazy,mumbai_suburban,8.39,0.830,19.20,496.9,318.3,87.6,89.7,0.258,7.24,36.90,46.87,YES
autorickshaw,pothole_heavy,evening_rush,rainy,kolkata_old,9.67,0.797,14.40,429.6,537.6,144.9,152.8,0.170,9.57,35.80,53.61,YES
car,damaged_edge,evening_rush,clear,hyderabad_highway,17.60,0.843,19.40,1005.8,329.2,198.9,224.4,0.083,5.58,80.90,37.95,NO
motorcycle,pothole_light,dawn,rainy,mumbai_suburban,10.67,0.764,35.90,346.3,601.9,66.7,93.0,0.042,5.84,33.10,48.25,YES
pedestrian,pothole_light,dawn,clear,delhi_inner,10.04,0.845,12.60,572.1,380.3,64.8,60.5,0.535,4.16,84.00,36.26,NO
car,flooded,evening_rush,rainy,rural_highway,14.27,0.759,17.00,201.7,496.9,202.9,208.0,0.288,7.29,32.80,50.17,YES
autorickshaw,flooded,morning_rush,clear,mumbai_suburban,15.94,0.966,15.70,592.7,565.0,143.0,125.7,0.515,6.56,75.90,30.85,NO
motorcycle,construction,night,rainy,delhi_inner,12.98,0.692,45.90,1016.2,470.5,94.8,110.4,0.117,6.46,28.60,48.22,YES
car,pothole_light,morning_rush,clear,bangalore_tech,14.64,0.889,20.70,330.0,202.5,194.5,240.5,0.296,4.22,72.70,29.47,NO
motorcycle,damaged_edge,night,hazy,hyderabad_highway,15.76,0.749,46.40,976.6,375.3,75.5,82.2,0.089,4.00,43.50,38.42,NO
bus,pothole_light,dawn,clear,mumbai_suburban,25.22,0.925,19.30,950.1,468.8,237.4,225.0,0.350,6.48,81.60,33.31,NO
cow,pothole_heavy,afternoon,rainy,mumbai_suburban,12.61,0.580,0.00,83.6,520.4,134.7,158.0,0.187,7.88,33.00,65.88,YES
bus,pothole_heavy,evening_rush,clear,mumbai_suburban,27.05,0.878,13.00,798.0,250.1,225.0,252.8,0.708,8.03,82.00,34.69,NO
autorickshaw,pothole_light,evening_rush,dusty,rural_highway,6.01,0.690,9.00,291.1,357.1,140.1,126.5,0.183,4.47,26.20,44.75,YES
car,pothole_light,evening_rush,dusty,delhi_inner,18.50,0.847,17.80,193.6,481.2,175.8,183.4,0.619,2.70,32.20,30.52,NO
truck,flooded,afternoon,clear,kolkata_old,19.53,0.881,26.90,625.5,353.7,239.4,254.0,0.444,7.59,76.70,39.53,NO
autorickshaw,pothole_heavy,night,rainy,rural_highway,10.93,0.638,20.40,831.5,521.1,101.5,141.1,0.341,6.77,23.40,50.30,YES
cow,damaged_edge,dawn,clear,delhi_inner,9.20,0.723,7.60,443.6,460.7,156.2,204.6,0.357,3.50,75.80,48.83,YES
car,smooth,dawn,hazy,rural_highway,12.97,0.873,28.70,43.4,477.6,172.6,214.1,0.430,0.00,45.00,16.17,NO
autorickshaw,pothole_light,morning_rush,rainy,rural_highway,12.48,0.659,12.50,1071.6,245.2,100.7,134.3,0.285,2.46,37.10,40.81,NO
car,smooth,night,rainy,rural_highway,13.39,0.777,38.00,786.0,238.7,204.4,253.7,0.240,1.87,25.20,38.45,NO
motorcycle,pothole_light,night,rainy,mumbai_suburban,14.27,0.725,48.10,321.5,232.3,96.6,129.7,0.164,3.72,24.40,39.46,NO
pedestrian,smooth,afternoon,clear,kolkata_old,8.43,0.854,5.00,609.6,644.9,53.2,44.3,0.575,0.00,77.00,22.32,NO
autorickshaw,pothole_light,morning_rush,hazy,hyderabad_highway,11.32,0.770,6.30,32.2,385.6,120.5,129.4,0.169,4.24,46.70,34.24,NO
motorcycle,pothole_heavy,afternoon,clear,rural_highway,5.64,0.883,44.10,404.9,226.5,86.6,108.1,0.354,8.66,86.10,44.85,YES
motorcycle,pothole_heavy,dawn,rainy,delhi_inner,9.59,0.939,36.40,625.5,336.5,82.9,95.4,0.360,7.49,29.60,46.03,YES
autorickshaw,smooth,evening_rush,hazy,hyderabad_highway,13.79,0.787,22.00,606.1,348.3,108.1,97.9,0.224,0.00,37.80,25.29,NO
pedestrian,construction,night,rainy,mumbai_suburban,8.10,0.600,1.70,257.4,585.3,43.8,44.0,0.755,6.88,23.80,56.23,YES
bicycle,pothole_light,afternoon,clear,delhi_inner,6.35,0.715,21.90,917.0,510.0,99.4,98.5,0.532,3.42,80.90,33.98,NO
bus,damaged_edge,night,clear,bangalore_tech,17.96,0.807,25.50,295.8,367.1,290.1,277.6,0.081,3.83,85.00,26.19,NO
pedestrian,damaged_edge,morning_rush,clear,hyderabad_highway,10.57,0.704,0.00,700.3,209.8,73.4,73.9,0.392,3.72,89.10,38.02,NO
motorcycle,construction,afternoon,clear,bangalore_tech,15.44,0.830,28.50,323.9,585.5,87.2,96.7,0.060,7.19,74.10,42.02,YES
pedestrian,flooded,evening_rush,clear,kolkata_old,5.87,0.823,0.00,525.1,299.4,44.9,59.0,0.445,7.08,80.70,47.38,YES
autorickshaw,smooth,morning_rush,foggy,rural_highway,18.72,0.780,14.90,243.2,442.5,108.0,134.5,0.061,0.55,14.90,32.19,NO
motorcycle,damaged_edge,night,dusty,bangalore_tech,10.73,0.814,40.60,766.6,226.6,69.0,89.8,0.424,2.93,30.50,33.62,NO
cow,flooded,morning_rush,hazy,kolkata_old,8.59,0.702,2.40,488.7,228.1,131.7,175.2,0.366,6.74,40.10,64.33,YES
car,pothole_light,evening_rush,hazy,mumbai_suburban,13.00,0.750,24.70,17.2,202.8,212.3,222.8,0.150,4.93,43.30,40.71,NO
bicycle,pothole_light,evening_rush,clear,bangalore_tech,5.11,0.805,9.90,33.3,438.9,97.1,97.8,0.562,5.67,75.60,39.96,NO
autorickshaw,pothole_heavy,evening_rush,dusty,kolkata_old,14.37,0.822,10.50,541.2,458.4,131.2,109.5,0.203,6.86,47.40,42.25,YES
pedestrian,flooded,morning_rush,clear,rural_highway,4.18,0.815,6.80,228.0,223.8,35.6,48.3,0.378,5.93,77.70,50.22,YES
pedestrian,flooded,morning_rush,dusty,kolkata_old,4.11,0.696,2.80,711.8,335.6,63.4,53.2,0.340,6.68,39.90,55.33,YES
bicycle,pothole_heavy,dawn,hazy,hyderabad_highway,13.69,0.703,9.50,495.4,572.4,66.4,82.7,0.128,7.37,41.70,48.13,YES
pedestrian,smooth,afternoon,clear,delhi_inner,1.00,0.730,0.90,824.6,250.6,20.0,20.5,0.489,0.66,91.20,36.82,NO
truck,smooth,night,dusty,mumbai_suburban,16.05,0.602,17.20,1005.4,246.1,224.3,307.1,0.225,0.00,36.70,26.82,NO
car,pothole_heavy,dawn,clear,bangalore_tech,15.17,0.880,29.40,588.3,346.0,167.4,176.0,0.335,6.98,84.20,35.87,NO
autorickshaw,construction,morning_rush,rainy,delhi_inner,14.49,0.698,6.70,922.9,520.8,107.9,139.2,0.271,6.09,27.00,47.79,YES
car,pothole_heavy,afternoon,hazy,mumbai_suburban,16.31,1.000,37.10,831.2,289.0,176.2,170.9,0.555,9.50,49.90,37.87,NO
pedestrian,pothole_heavy,evening_rush,clear,bangalore_tech,6.82,0.790,5.10,1140.7,677.0,42.5,41.7,0.611,6.80,81.70,51.99,YES
autorickshaw,smooth,dawn,hazy,delhi_inner,20.33,0.858,19.40,248.4,335.6,119.5,138.3,0.109,0.00,43.10,25.07,NO
pedestrian,damaged_edge,dawn,rainy,mumbai_suburban,6.25,0.610,0.00,1018.6,374.6,48.8,68.2,0.166,5.41,24.60,61.60,YES
car,pothole_heavy,evening_rush,rainy,bangalore_tech,13.12,0.779,27.50,1021.6,242.9,151.9,168.7,0.127,7.96,28.80,57.34,YES
car,damaged_edge,night,clear,kolkata_old,13.55,0.774,32.30,423.1,365.8,202.8,276.2,0.066,3.43,78.40,33.50,NO
pedestrian,smooth,morning_rush,dusty,rural_highway,9.89,0.746,2.40,390.6,315.7,35.2,44.8,0.161,0.00,39.30,37.47,NO
car,pothole_heavy,dawn,clear,kolkata_old,15.79,0.855,39.50,1060.8,393.9,165.7,211.7,0.086,7.02,78.80,33.27,NO
car,pothole_heavy,dawn,clear,bangalore_tech,18.16,0.867,30.80,693.5,274.6,175.1,185.9,0.390,7.23,70.40,39.63,NO
car,smooth,morning_rush,clear,rural_highway,9.56,0.866,20.40,419.4,330.3,178.4,184.1,0.029,3.03,83.20,24.79,NO
bus,pothole_light,afternoon,clear,hyderabad_highway,23.20,0.981,25.00,798.3,432.3,271.9,248.8,0.140,3.64,86.50,27.55,NO
pedestrian,construction,morning_rush,clear,mumbai_suburban,9.16,0.823,0.00,373.3,529.2,54.0,74.5,0.290,5.94,71.70,44.77,YES
motorcycle,flooded,afternoon,dusty,delhi_inner,10.94,0.849,42.90,210.2,261.6,88.5,121.7,0.138,8.43,44.00,49.27,YES
motorcycle,construction,night,clear,kolkata_old,9.89,0.755,43.60,650.5,452.2,84.1,105.0,0.298,8.07,87.00,37.45,NO
motorcycle,pothole_light,afternoon,clear,kolkata_old,11.21,0.857,40.50,677.5,475.6,83.5,81.6,0.151,4.87,76.80,29.27,NO
pedestrian,construction,morning_rush,clear,hyderabad_highway,4.72,0.795,5.00,1011.8,242.4,54.6,51.8,0.261,6.00,74.40,49.52,YES
pedestrian,pothole_light,afternoon,rainy,hyderabad_highway,12.24,0.705,2.40,575.4,428.6,21.0,29.3,0.231,5.43,35.30,54.49,YES
car,pothole_light,dawn,dusty,kolkata_old,18.26,0.890,38.70,899.1,297.0,176.3,148.0,0.434,4.98,28.20,37.29,NO
car,pothole_heavy,evening_rush,clear,rural_highway,11.74,0.949,20.40,337.0,322.4,197.4,257.9,0.198,8.18,76.70,46.74,YES
car,pothole_heavy,evening_rush,clear,kolkata_old,10.72,0.948,19.50,598.9,415.8,239.1,242.3,0.274,5.94,73.40,35.81,NO
pedestrian,damaged_edge,morning_rush,clear,delhi_inner,5.47,0.786,6.80,260.2,277.0,31.9,33.6,0.288,4.98,80.00,45.00,YES
pedestrian,smooth,dawn,clear,hyderabad_highway,11.40,0.846,4.80,471.7,255.1,56.3,73.2,0.109,2.08,87.30,24.90,NO
motorcycle,pothole_heavy,night,clear,mumbai_suburban,6.86,0.680,45.80,1036.4,323.6,71.4,61.0,0.045,8.26,81.90,50.65,YES
car,damaged_edge,afternoon,hazy,hyderabad_highway,14.71,0.882,27.20,231.0,492.0,210.7,213.3,0.415,4.55,50.10,42.73,YES
car,pothole_light,morning_rush,clear,rural_highway,17.07,0.852,19.50,907.7,425.1,159.7,219.0,0.208,3.73,78.20,27.51,NO
bus,smooth,morning_rush,hazy,kolkata_old,25.84,0.859,16.60,288.7,204.0,259.4,316.3,0.211,0.00,45.50,20.30,NO
motorcycle,pothole_light,morning_rush,clear,kolkata_old,9.63,0.900,15.20,42.1,378.9,58.9,73.8,0.192,3.04,73.90,27.73,NO
pedestrian,flooded,evening_rush,dusty,bangalore_tech,4.16,0.806,8.40,135.7,319.2,45.2,56.7,0.159,5.95,34.50,54.77,YES
pedestrian,flooded,dawn,dusty,mumbai_suburban,11.55,0.808,5.20,917.8,505.4,49.5,41.4,0.493,7.73,31.30,59.62,YES
motorcycle,smooth,evening_rush,rainy,mumbai_suburban,8.66,0.677,20.40,310.3,398.2,96.0,88.5,0.327,1.60,29.20,39.74,NO
motorcycle,pothole_light,night,hazy,kolkata_old,10.25,0.728,37.00,795.5,634.1,63.8,69.9,0.289,3.09,43.90,33.71,NO
car,pothole_light,evening_rush,hazy,hyderabad_highway,16.67,0.866,24.90,762.2,271.4,190.0,193.9,0.198,5.53,43.40,38.40,NO
truck,flooded,night,hazy,kolkata_old,21.49,0.675,24.90,365.7,370.2,220.3,230.5,0.106,6.91,55.50,46.17,YES
pedestrian,pothole_light,night,rainy,delhi_inner,8.70,0.580,0.00,582.2,516.0,54.1,68.6,0.038,4.76,38.80,56.12,YES
pedestrian,pothole_heavy,morning_rush,hazy,bangalore_tech,6.15,0.774,2.00,490.8,586.3,64.4,52.1,0.311,8.52,52.10,56.20,YES
autorickshaw,pothole_heavy,afternoon,dusty,hyderabad_highway,11.02,0.785,27.80,1117.2,362.6,100.8,120.5,0.229,6.88,44.00,45.21,YES
car,smooth,evening_rush,dusty,bangalore_tech,16.28,0.887,17.20,348.1,451.6,192.2,153.7,0.180,0.00,42.10,22.01,NO
bus,smooth,morning_rush,clear,kolkata_old,21.16,0.813,18.30,190.4,296.3,241.5,202.3,0.220,1.00,79.90,24.03,NO
pedestrian,flooded,afternoon,rainy,hyderabad_highway,7.41,0.734,4.20,443.7,396.2,66.4,69.4,0.013,4.55,29.40,59.99,YES
motorcycle,pothole_heavy,evening_rush,clear,kolkata_old,11.88,0.825,23.30,800.1,566.4,85.0,110.9,0.410,6.75,81.20,39.95,NO
bus,pothole_light,dawn,clear,bangalore_tech,19.94,0.941,13.60,720.5,486.0,246.9,219.0,0.148,4.37,78.90,30.85,NO
truck,flooded,evening_rush,hazy,rural_highway,22.65,0.865,15.20,987.7,401.9,211.1,239.2,0.559,5.05,39.80,36.19,NO
truck,flooded,night,clear,delhi_inner,25.75,0.672,28.50,923.8,289.7,232.3,280.5,0.284,6.99,81.50,36.88,NO
pedestrian,pothole_light,evening_rush,dusty,rural_highway,3.90,0.824,3.60,349.2,573.4,68.9,64.6,0.175,3.09,27.20,55.72,YES
cow,smooth,night,clear,delhi_inner,13.15,0.624,0.00,522.5,209.7,132.0,146.2,0.131,0.29,80.70,39.12,NO
pedestrian,pothole_light,evening_rush,hazy,delhi_inner,6.44,0.855,0.80,931.8,248.9,33.0,44.5,0.419,4.39,40.00,44.17,YES
car,construction,night,rainy,rural_highway,17.45,0.789,38.20,998.6,404.5,190.4,210.9,0.692,6.42,29.60,39.54,NO
motorcycle,pothole_heavy,evening_rush,rainy,mumbai_suburban,9.27,0.806,25.90,411.9,336.3,58.3,52.1,0.158,7.71,31.00,48.38,YES
bicycle,construction,evening_rush,hazy,hyderabad_highway,15.17,0.836,3.40,546.5,638.3,50.4,59.3,0.228,6.18,43.20,36.60,NO
motorcycle,damaged_edge,evening_rush,dusty,hyderabad_highway,11.86,0.885,18.80,1093.7,394.5,64.1,74.0,0.604,4.98,26.80,39.35,NO
motorcycle,smooth,evening_rush,rainy,rural_highway,6.75,0.764,23.50,432.4,397.4,73.8,60.2,0.110,0.00,24.10,28.96,NO
autorickshaw,pothole_heavy,morning_rush,hazy,rural_highway,7.33,0.844,19.10,567.0,494.7,100.0,85.4,0.147,7.73,47.30,46.72,YES
autorickshaw,smooth,morning_rush,clear,mumbai_suburban,5.41,0.715,16.40,1075.5,536.7,90.9,81.3,0.343,0.90,77.20,24.32,NO
truck,pothole_light,morning_rush,hazy,hyderabad_highway,21.66,0.760,16.70,864.0,362.2,203.0,179.0,0.064,2.64,47.80,33.27,NO
bicycle,pothole_heavy,night,foggy,delhi_inner,11.77,0.528,22.40,292.2,295.0,79.6,76.1,0.669,7.42,20.00,51.19,YES
motorcycle,damaged_edge,morning_rush,rainy,bangalore_tech,12.67,0.758,16.10,395.9,551.6,60.9,65.3,0.163,5.62,29.00,51.03,YES
car,construction,morning_rush,foggy,hyderabad_highway,14.60,0.777,18.60,390.1,309.3,174.9,178.9,0.369,4.51,21.70,37.28,NO
car,smooth,night,hazy,mumbai_suburban,11.03,0.842,32.00,977.4,242.2,209.2,279.2,0.124,2.23,41.60,28.33,NO
dog,damaged_edge,afternoon,clear,kolkata_old,4.89,0.488,2.20,1209.4,477.4,69.3,80.8,0.482,6.25,82.00,59.24,YES
pedestrian,pothole_heavy,evening_rush,clear,bangalore_tech,10.63,0.768,0.00,948.0,240.4,55.1,73.1,0.148,6.15,77.90,46.74,YES
motorcycle,pothole_light,morning_rush,clear,kolkata_old,9.12,0.791,12.40,588.1,633.7,65.8,73.5,0.086,1.47,92.70,20.18,NO
cow,pothole_heavy,dawn,rainy,rural_highway,8.16,0.513,9.10,11.3,435.7,172.5,147.3,0.387,8.04,24.30,70.15,YES
dog,damaged_edge,night,foggy,delhi_inner,1.00,0.487,0.00,849.6,646.9,61.9,66.7,0.751,3.66,18.20,71.09,YES
cow,construction,night,clear,kolkata_old,9.97,0.502,3.50,445.2,316.4,136.6,176.6,0.301,8.15,78.40,64.13,YES
bicycle,damaged_edge,evening_rush,hazy,rural_highway,8.09,0.715,4.20,753.4,625.1,89.8,82.3,0.053,5.47,38.20,47.61,YES
motorcycle,pothole_heavy,night,hazy,bangalore_tech,14.53,0.726,34.90,729.7,266.1,77.3,66.0,0.062,8.15,48.60,49.75,YES
pedestrian,pothole_light,morning_rush,hazy,delhi_inner,10.80,0.839,4.70,591.1,219.1,50.7,50.6,0.368,3.32,42.90,41.21,YES
autorickshaw,smooth,morning_rush,clear,kolkata_old,8.85,0.714,12.10,1099.5,213.2,115.8,119.6,0.177,1.92,68.10,28.65,NO
cow,pothole_light,morning_rush,clear,mumbai_suburban,7.18,0.691,0.70,26.5,379.6,135.9,133.7,0.498,4.90,83.50,50.79,YES
pedestrian,flooded,evening_rush,clear,delhi_inner,6.41,0.817,7.20,872.0,239.1,55.6,49.0,0.669,6.72,76.80,50.52,YES
pedestrian,flooded,evening_rush,clear,hyderabad_highway,3.95,0.940,1.00,500.7,437.9,58.3,55.4,0.273,7.44,79.50,54.29,YES
pedestrian,damaged_edge,evening_rush,clear,bangalore_tech,4.81,0.824,4.60,884.8,354.3,40.4,48.8,0.203,3.78,83.40,42.82,YES
car,pothole_light,morning_rush,clear,rural_highway,15.86,0.872,17.00,750.5,316.2,168.5,173.8,0.252,5.54,78.20,35.77,NO
truck,pothole_light,evening_rush,rainy,hyderabad_highway,22.04,0.714,9.50,10.9,372.4,210.9,248.7,0.343,3.68,28.10,35.48,NO
e-rickshaw,pothole_heavy,night,clear,kolkata_old,10.85,0.535,19.20,339.8,268.5,89.0,99.8,0.196,8.40,92.30,44.47,YES
bicycle,pothole_light,evening_rush,dusty,delhi_inner,9.12,0.700,10.40,233.3,558.7,46.1,52.1,0.304,3.81,24.20,44.08,YES
car,pothole_light,night,clear,bangalore_tech,18.60,0.837,29.80,182.9,400.8,184.5,175.1,0.010,1.75,73.60,24.86,NO
car,damaged_edge,morning_rush,clear,delhi_inner,15.61,0.881,19.40,791.1,478.1,194.1,216.0,0.174,6.15,74.50,37.00,NO
car,damaged_edge,night,hazy,rural_highway,18.16,0.857,43.20,260.4,332.4,193.1,157.2,0.300,2.81,53.90,32.00,NO
pedestrian,pothole_heavy,evening_rush,clear,delhi_inner,2.15,0.891,0.90,598.2,690.2,20.0,21.2,0.158,6.84,76.80,57.75,YES
cow,pothole_light,morning_rush,foggy,mumbai_suburban,1.00,0.433,0.00,282.5,409.7,136.3,155.9,0.255,3.46,21.20,71.66,YES
motorcycle,pothole_heavy,morning_rush,clear,bangalore_tech,10.09,0.897,16.90,705.9,650.0,63.5,57.7,0.265,5.66,77.60,33.60,NO
autorickshaw,pothole_heavy,evening_rush,dusty,mumbai_suburban,8.37,0.783,16.00,834.3,210.9,122.2,116.5,0.103,6.68,38.00,46.18,YES
cow,flooded,night,dusty,mumbai_suburban,8.37,0.550,10.70,379.5,487.8,133.7,124.6,0.159,6.29,34.90,65.17,YES
pedestrian,pothole_heavy,evening_rush,hazy,kolkata_old,7.46,0.750,0.90,736.4,584.1,58.9,49.6,0.609,7.58,46.30,50.82,YES
truck,pothole_light,afternoon,hazy,delhi_inner,24.35,0.805,34.90,874.6,215.9,219.7,221.6,0.149,3.68,51.40,34.76,NO
truck,pothole_heavy,night,rainy,delhi_inner,21.04,0.689,31.60,102.6,347.2,191.6,265.8,0.123,6.90,32.20,45.26,YES
autorickshaw,flooded,evening_rush,hazy,mumbai_suburban,13.39,0.923,19.20,834.7,531.4,105.5,106.8,0.468,6.06,41.30,40.02,NO
motorcycle,smooth,evening_rush,rainy,hyderabad_highway,13.55,0.783,15.30,387.7,443.4,80.1,86.2,0.226,0.00,31.60,31.91,NO
truck,pothole_heavy,evening_rush,clear,kolkata_old,19.91,0.926,13.50,129.8,216.3,221.4,263.8,0.428,6.03,92.10,29.90,NO
pedestrian,smooth,morning_rush,clear,bangalore_tech,6.54,0.788,5.20,682.7,536.8,28.9,34.4,0.432,0.00,82.80,27.48,NO
dog,damaged_edge,evening_rush,hazy,kolkata_old,8.52,0.564,0.00,279.0,227.6,47.0,64.3,0.409,3.51,45.80,58.77,YES
pedestrian,construction,afternoon,hazy,mumbai_suburban,5.60,0.753,4.40,1009.6,570.4,50.8,66.8,0.567,8.08,38.10,61.39,YES
pedestrian,pothole_heavy,dawn,dusty,rural_highway,10.32,0.771,3.70,53.7,220.8,28.9,36.9,0.370,7.53,38.60,55.82,YES
car,flooded,evening_rush,clear,delhi_inner,8.15,0.757,23.40,111.0,242.3,155.0,212.5,0.449,9.03,84.40,44.23,YES
autorickshaw,construction,evening_rush,foggy,kolkata_old,13.79,0.645,15.40,607.8,313.8,113.3,106.3,0.464,8.16,21.60,60.53,YES
car,construction,evening_rush,clear,rural_highway,16.93,0.846,19.70,652.2,401.4,172.7,202.1,0.041,6.84,80.60,35.48,NO
motorcycle,damaged_edge,dawn,hazy,hyderabad_highway,15.43,0.809,37.70,885.5,620.8,66.8,89.0,0.167,5.70,59.20,35.08,NO
pedestrian,damaged_edge,night,clear,delhi_inner,3.18,0.691,0.00,321.6,255.8,39.4,46.3,0.228,2.49,84.30,43.55,YES
e-rickshaw,pothole_light,evening_rush,hazy,mumbai_suburban,7.72,0.722,8.60,984.7,252.4,110.2,152.8,0.090,5.15,51.20,42.66,YES
car,damaged_edge,night,clear,hyderabad_highway,18.35,0.800,42.00,1058.8,338.1,169.2,145.5,0.377,4.02,80.30,26.17,NO
motorcycle,smooth,evening_rush,hazy,delhi_inner,10.69,0.785,22.20,598.3,562.7,81.1,86.2,0.478,0.11,44.30,19.76,NO
cow,damaged_edge,evening_rush,foggy,hyderabad_highway,9.10,0.457,4.40,871.3,356.0,134.3,186.2,0.263,4.13,23.20,58.09,YES
motorcycle,pothole_light,morning_rush,hazy,hyderabad_highway,6.43,0.785,25.90,628.5,340.0,82.5,84.8,0.198,3.25,44.30,32.88,NO
truck,damaged_edge,evening_rush,hazy,hyderabad_highway,16.87,0.792,18.60,72.7,329.1,233.2,290.0,0.308,4.78,44.70,43.01,YES
pedestrian,flooded,morning_rush,foggy,delhi_inner,13.35,0.772,1.80,397.0,322.1,62.6,51.2,0.263,6.09,22.30,57.81,YES
truck,pothole_heavy,dawn,rainy,hyderabad_highway,19.37,0.831,26.20,91.0,291.8,239.3,291.2,0.161,7.97,27.40,45.76,YES
car,flooded,afternoon,hazy,kolkata_old,16.01,0.936,45.10,1075.3,285.8,192.6,262.0,0.090,6.00,46.10,44.47,YES
motorcycle,smooth,dawn,clear,hyderabad_highway,10.78,0.865,44.80,274.0,549.0,83.6,86.1,0.071,0.00,80.40,22.15,NO
pedestrian,flooded,evening_rush,dusty,delhi_inner,3.85,0.792,2.10,786.3,647.9,43.5,35.4,0.184,8.80,39.80,70.63,YES
truck,pothole_light,evening_rush,rainy,delhi_inner,23.40,0.748,26.30,303.1,462.1,214.2,174.9,0.089,4.28,26.90,41.55,YES
car,pothole_light,evening_rush,clear,mumbai_suburban,18.13,0.835,26.90,727.2,330.5,166.8,222.8,0.023,4.53,70.00,33.40,NO
pedestrian,construction,morning_rush,clear,delhi_inner,17.23,0.710,0.00,258.8,431.1,50.1,61.8,0.245,6.59,78.40,49.51,YES
car,pothole_light,afternoon,foggy,kolkata_old,10.45,0.882,32.40,855.6,244.5,190.5,164.6,0.502,2.95,22.00,38.62,NO
pedestrian,flooded,morning_rush,clear,rural_highway,10.80,0.790,5.30,137.5,564.0,39.1,32.6,0.222,6.18,84.80,44.44,YES
motorcycle,smooth,evening_rush,dusty,bangalore_tech,6.82,0.745,33.70,1074.7,449.4,79.4,101.9,0.380,0.35,31.50,27.60,NO
bus,smooth,evening_rush,clear,hyderabad_highway,25.17,0.820,27.80,874.2,390.9,239.8,308.4,0.067,1.56,82.70,24.30,NO
motorcycle,pothole_light,night,foggy,delhi_inner,13.03,0.618,40.20,812.4,289.8,83.1,72.5,0.482,6.49,25.70,52.94,YES
motorcycle,smooth,morning_rush,hazy,delhi_inner,1.83,0.823,27.00,81.5,541.6,71.8,70.4,0.167,1.77,48.80,37.87,NO
car,pothole_light,morning_rush,hazy,delhi_inner,13.13,0.944,13.20,231.7,409.4,168.9,214.2,0.194,1.88,41.00,30.74,NO
motorcycle,pothole_heavy,evening_rush,dusty,mumbai_suburban,8.75,0.799,14.40,1040.0,317.5,69.8,77.8,0.430,7.45,31.60,49.16,YES
dog,pothole_light,dawn,hazy,rural_highway,4.35,0.465,0.00,146.7,475.9,77.5,106.5,0.396,4.40,47.20,60.37,YES
e-rickshaw,pothole_heavy,night,hazy,delhi_inner,12.76,0.628,22.30,182.7,571.4,108.5,118.2,0.281,7.52,53.10,46.26,YES
motorcycle,construction,evening_rush,clear,kolkata_old,14.74,0.811,31.00,656.3,596.1,73.6,88.7,0.337,6.95,80.10,33.69,NO
autorickshaw,construction,evening_rush,clear,bangalore_tech,10.76,0.767,16.20,317.0,475.6,123.9,137.0,0.133,4.43,79.20,31.49,NO
pedestrian,pothole_light,morning_rush,clear,rural_highway,7.34,0.762,2.90,274.5,222.1,43.8,59.8,0.133,5.10,73.20,44.76,YES
